,train_loss,test_loss,epoch_time
0,0.024179299686951244,0.023100031703837554,10.556586742401123
1,0.02445107745927688,0.02473202146545707,10.686594247817993
2,0.023935536140197656,0.024596124811912114,10.883578300476074
3,0.02370278873054468,0.024007472248185523,10.967793703079224
4,0.023747307508573415,0.02362939340617651,10.867225646972656
5,0.02355513274532688,0.023440496630608938,11.033557176589966
6,0.023570437359377333,0.023855588973871106,10.989131212234497
7,0.023821571972307637,0.02461507464663368,10.879520893096924
8,0.02420262061419894,0.0230070486912624,11.063408136367798
9,0.02432158913152422,0.02364444942213595,10.604401588439941
10,0.024600689014131292,0.02473316193602325,10.715197324752808
11,0.022985778269343997,0.025845969027149484,11.039740085601807
12,0.02407129214688755,0.024950391326386195,10.816136598587036
13,0.023496088126172165,0.023726661262202433,10.885380268096924
14,0.02390561523498036,0.023698422988407956,10.634663581848145
15,0.02432208405919977,0.023802404505225687,10.689404010772705
16,0.02381269318011394,0.025839229974850126,10.908517599105835
17,0.02524587448534155,0.02340592093260765,10.473214149475098
18,0.023820590167013517,0.02501083755616915,10.931225538253784
19,0.022993095399803574,0.024776296702441792,11.135834455490112
20,0.025019396749603285,0.023755439573325314,10.512129783630371
21,0.02344120076063477,0.02433361860707827,11.257789611816406
22,0.024865809061138153,0.02421051648678258,10.649641752243042
23,0.024611382163873614,0.025487656481952097,10.570969581604004
24,0.025019205504746875,0.024603455096193765,10.479162693023682
